Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Egypt, Arab Rep.",EGY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,26.3029995,24.75799942,30.02199936,30.21899986,30.43199921,24.43400002,22.87700081,23.05599976,20.18799973,24.99699974,27.97800064,26.93099976,30.27099991,27.99500084,30.10499954,30.625,25.52700043,26.81900024,26.36499977,28.75499916,30.07099915,35.61000061,35.62599945,34.11999893,34.88899994,34.61600113,34.43199921
Euro area,EMU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.55782104,19.42361867,22.99979334,25.00983494,24.58606339,25.17714701,24.78678981,22.92828852,21.70582206,19.25057118,17.24053618,17.58991227,17.94441856,18.58401311,18.68181802,17.46785511,15.88759855,16.40539116,21.25643247,22.38236867,23.14077558,25.78821189,27.08793055,26.75348979,25.28638311,23.87021994,21.55638233
Eritrea,ERI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.37100029,11.3409996,11.52700043,11.52900028,11.54800034,11.42099953,11.50699997,11.48900032,11.41499996,11.39299965,11.32699966,11.5,11.4289999,11.35700035,11.41100025,11.38099957,11.40999985,11.33300018,11.43999958,11.41899967,11.49800014,11.47700024,11.42700005,11.44999981,11.4460001,11.35700035,11.2510004
Spain,ESP,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,30.71100044,33.00699997,42.18099976,44.88600159,41.81100082,41.77600098,39.03099823,35.38700104,29.09900093,25.24200058,20.70499992,21.54299927,22.33200073,22.52899933,19.71800041,17.9470005,18.16900063,24.5739994,37.91999817,41.68099976,46.40499878,53.0909996,55.66899872,53.35100174,48.45399857,44.54299927,38.74700165
Estonia,EST,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,3.410000086,7.396999836,10.88000011,11.39400005,13.9460001,15.77499962,18.44000053,14.83199978,21.99699974,21.08600044,23.84600067,20.20400047,26.62599945,25.61300087,15.11900043,12.07900047,10.06200027,11.96700001,27.31100082,32.85200119,22.375,20.85499954,18.73200035,14.97399998,13.10499954,13.40799999,12.22599983
Ethiopia,ETH,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.44299984,4.440000057,4.53000021,4.468999863,6.047999859,7.696000099,9.161000252,10.69200039,12.36100006,11.62800026,10.78899956,9.899000168,9.069999695,8.421999931,7.556000233,7.510000229,7.480999947,7.440000057,7.393000126,7.364999771,7.342000008,7.282999992,7.063000202,7.068999767,7.072999954,7.264999866,7.428999901
European Union,EUU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.90870681,20.00188591,23.02379175,24.27610198,23.35423272,23.31627259,22.14845409,20.63745223,20.85743488,19.93056458,18.93424179,19.61459616,19.66014948,20.06703822,19.95449062,18.54184723,16.40239448,16.31065707,20.81634106,22.15403373,23.1019966,24.95484245,25.83084476,24.51605913,22.65816399,20.96249149,18.85832573
Fragile and conflict affected situations,FCS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.2566496,13.9400519,14.17742318,14.39206358,13.86123637,14.31485077,14.42790287,14.26469035,14.31354402,14.82353122,15.47694108,15.63559328,15.25740176,15.7068069,15.65699788,15.72422673,15.74985064,16.01759383,15.20336631,15.83227225,16.2917855,16.02447246,16.04994825,16.02052666,16.36308841,16.30116627,16.37570009
Finland,FIN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.96199989,24.48500061,30.79000092,31.15399933,40.60499954,41.22700119,35.25500107,34.39300156,29.8390007,29.67399979,27.73999977,29.39599991,28.81500053,28.32099915,19.96299934,18.61899948,16.41699982,16.33699989,21.38199997,21.26499939,19.93700027,18.8579998,19.79299927,20.3939991,22.29000092,20.01000023,20.04000092
Fiji,FJI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.99400043,12.69900036,13.97799969,13.58500004,12.87100029,12.91699982,13.83300018,15.14500046,16.65099907,17.40099907,18.7859993,20.08600044,20.16799927,11.69200039,11.66600037,16.83799934,21.90999985,23.17200089,22.88299942,23.62800026,24.20999908,24.3920002,20.70400047,18.31900024,18.17300034,18.53000069,18.75900078
France,FRA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,19.45700073,21.40699959,25.2159996,28.41799927,26.77599907,27.22400093,28.52000046,25.85899925,26.05999947,20.46199989,17.93600082,18.89299965,17.20700073,19.67399979,20.1760006,21.19799995,18.70100021,18.18400002,22.83099937,22.42499924,21.84600067,23.55999947,23.9829998,24.14299965,24.56100082,24.47100067,22.13999939
Faroe Islands,FRO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,42.3429985,41.75999832,42.17200089,41.56100082,41.0530014,40.36600113,39.90599823,39.16799927,38.17599869,37.70299911,37.34000015,36.66199875,36.19100189,35.61299896,34.96300125,35.05199814,35.5929985,35.45999908,35.40200043,35.95999908,36.02299881,35.94800186,36,35.97100067,35.97800064,35.87099838,35.89199829
United Kingdom,GBR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.88000011,15.68000031,17.47999954,16.36000061,15.55000019,14.93999958,13.60000038,12.46000004,12.42000008,12.02999973,10.32999992,10.92000008,11.35999966,10.72000027,12.73999977,13.93000031,14.27999973,15.02000046,19.12000084,19.87999916,21.29000092,21.20999908,20.68000031,16.95999908,14.63000011,12.98999977,12.07999992
Georgia,GEO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,24.9810009,21.71299934,21.50099945,24.35499954,23.50799942,29.5909996,32.17100143,32.0359993,24.23999977,20.86499977,19.86899948,27.48900032,24.52099991,27.83200073,27.97900009,29.45899963,30.73699951,35.17100143,38.05099869,35.76800156,35.11000061,32.91500092,35.51200104,30.49799919,30.33200073,29.93199921,28.77599907
Ghana,GHA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.086000443,9.07199955,10.2869997,11.50300026,12.72900009,13.95199966,15.17300034,16.14599991,19.9470005,16.26199913,14.75899982,13.25199986,11.74600029,10.23099995,8.708000183,7.196000099,8.06099987,8.986000061,9.824000359,10.62100029,8.994999886,7.368999958,4.559000015,4.513000011,4.511000156,4.717999935,4.901000023
Gibraltar,GIB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.543000221,5.552000046,5.56400013,5.559000015,5.561999798,5.56400013,5.570000172,5.561999798,5.563000202,5.552999973,5.563000202,5.572999954,5.552999973,5.554999828,5.559000015,5.554999828,5.578999996,5.563000202,5.540999889,5.559000015,5.565000057,5.565000057,5.550000191,5.546000004,5.540999889,5.537000179,5.52699995
"Gambia, The",GMB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.7510004,12.85099983,12.89999962,12.8380003,12.92500019,12.93299961,12.91899967,13.01200008,13.01000023,12.98799992,12.98099995,12.85599995,12.97700024,12.96700001,12.83199978,12.84799957,12.88000011,12.90699959,12.91499996,12.90999985,12.77299976,12.87699986,12.86499977,12.8039999,12.86400032,12.88300037,12.8920002
Guinea-Bissau,GNB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.47700024,11.42500019,11.41600037,11.42500019,11.43900013,11.43799973,11.46800041,11.33899975,11.52400017,11.39700031,11.42599964,11.38500023,11.40999985,11.44299984,11.4659996,11.44099998,11.45400047,11.45300007,11.45499992,11.47099972,11.51799965,11.39000034,11.45100021,11.42199993,11.47399998,11.53899956,11.60400009
Equatorial Guinea,GNQ,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.3409996,11.73499966,11.4630003,11.53100014,11.64099979,11.88500023,11.9659996,11.60400009,11.62199974,11.94400024,11.89099979,11.54899979,11.49199963,11.67500019,11.42500019,11.39500046,11.49800014,11.52299976,11.34200001,11.2329998,11.39599991,11.41499996,11.28199959,11.31999969,11.2329998,12.72900009,14.16399956
Greece,GRC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.40999985,23.80599976,25.79999924,26.61700058,26.70100021,29.7840004,29.80900002,28.85099983,30.82099915,28.76600075,27.69300079,25.59700012,25.26300049,25.95999908,25.64999962,24.7840004,22.53100014,21.7329998,25.58200073,32.84400177,44.55699921,55.2519989,58.21099854,52.43999863,49.81700134,47.27799988,43.59700012
Grenada,GRD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.925000191,5.481999874,5.284999847,4.97300005,4.611000061,4.399000168,4.013000011,3.670000076,3.509000063,2.625,2.407999992,5.815000057,6.335000038,5.853000164,4.618999958,3.417000055,4.725999832,5.337999821,5.947999954,5.728000164,7.498000145,4.78000021,5.913000107,6.110000134,5.887000084,6.019999981,5.800000191
Guam,GUM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,7.34499979,8.112999916,11.82600021,16.47900009,17.31500053,18.27199936,21.45100021,17.26199913,31.19099998,34.36999893,29.28000069,25.72800064,21.56699944,17.39599991,15.80500031,16.68199921,18.68600082,19.75200081,20.76499939,18.26600075,29.59199905,27.11700058,25.54700089,16.88899994,15.35599995,12.03299999,12.50300026
Guyana,GUY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,28.2140007,27.28300095,26.49399948,25.75099945,26.94199944,24.8239994,25.10000038,28.54599953,25.41900063,26.91900063,24.42000008,24.22900009,24.93099976,23.82600021,25.36400032,22.17399979,21.29599953,23.34300041,22.59199905,21.97400093,21.36899948,21.45999908,21.12400055,21.50200081,21.58099937,21.26499939,21.54899979
High income,HIC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.13556578,14.93978416,16.47659871,16.85762947,17.08528795,17.0965533,16.37958715,15.89504344,16.08696064,15.39778153,15.68545677,16.65373707,16.53427064,16.07691125,15.64634744,14.6868516,13.47693621,14.04985361,17.78245907,18.32037805,18.05320285,18.31805459,18.38089653,17.25934373,16.00188858,15.02962777,13.84516953
"Hong Kong SAR, China",HKG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.166999817,4.287000179,4.468999863,4.342999935,6.869999886,6.645999908,5.203999996,10.48499966,14.19299984,11.09200001,11.24499989,14.86100006,14.88399982,12.11400032,10.72999954,10.41499996,8.989999771,8.527999878,12.5340004,12.17399979,9.328000069,9.25399971,9.437000275,9.18999958,10.46800041,9.881999969,8.661000252
Honduras,HND,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,7.643000126,5.117000103,5.165999889,5.208000183,5.443999767,7.356999874,5.600999832,6.795000076,6.517000198,6.618999958,6.852000237,6.941999912,9.232000351,10.52700043,8.987000465,6.302000046,5.561999798,5.616000175,6.078000069,7.626999855,8.220999718,7.097000122,7.297999859,9.463000298,7.913000107,8.493000031,8.208000183
Heavily indebted poor countries (HIPC),HPC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.49893847,11.37197804,11.65608381,11.59933549,11.45144433,11.93645353,11.91393355,12.15378766,12.54312601,12.28860462,12.20027683,11.68700334,11.52362031,11.5012854,11.12021704,11.10131628,11.01811472,10.95810224,10.7570497,10.94953168,10.7080459,10.26559516,10.02553826,9.974620833,10.22385215,10.25468374,10.27830452
Croatia,HRV,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,40.68700027,37.98099899,36,36,29.78000069,24.63500023,24.54199982,28.24699974,33.69499969,37.22600174,38.5929985,36.3429985,35.82099915,32.73500061,32.31700134,28.86899948,24.98999977,23.56399918,25.09900093,32.22200012,36.55500031,42.02500153,50.01800156,45.55699921,42.44400024,31.3390007,27.36700058
Haiti,HTI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,17.63899994,18.27899933,18.47100067,18.71299934,16.6420002,17.16200066,17.39900017,17.48399925,17.3920002,20.75399971,24.24799919,27.15800095,30.07600021,34.25299835,35.7480011,38.59999847,40.45700073,39.99900055,37.77000046,38.69400024,34.00799942,35.07400131,34.72900009,35.15100098,35.58800125,35.74200058,35.94800186
Hungary,HUN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,17.96899986,18.64100075,22.76000023,20.80400085,18.59000015,19.25099945,16.84499931,15.2510004,12.30000019,12.31099987,10.62899971,11.34799957,12.79800034,14.35200024,19.36100006,19.1590004,18.0890007,19.58099937,26.50699997,26.46800041,25.99500084,28.17399979,26.50900078,20.33099937,17.20199966,12.85200024,10.68900013
IBRD only,IBD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.14547164,11.56923012,11.73594228,12.04291049,12.74203279,12.87835969,13.31380498,14.04842629,14.44339391,14.46644047,14.47349604,14.68596447,14.39587183,14.01049139,13.8016582,13.4712719,12.81349902,13.24718303,13.5142755,13.25127549,13.22217177,13.41568516,13.26149429,13.31873627,13.79954055,14.14719199,14.29984531
IDA & IBRD total,IBT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.70965438,11.20281013,11.34973848,11.61485936,12.20617793,12.39413896,12.7865829,13.40813793,13.74695949,13.82901129,13.84014937,13.95080079,13.65790283,13.35195834,13.16822695,12.76757517,12.25596447,12.62316667,12.8791987,12.3684187,12.39189281,12.53380236,12.48910021,12.38323142,12.82939534,13.25638736,13.38309489
IDA total,IDA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.909330091,9.726952269,9.835509983,9.982180111,10.21747697,10.6394402,10.92274357,11.19780823,11.39148372,11.70835711,11.75674117,11.55113606,11.26343186,11.23068853,11.14907666,10.55082984,10.52497814,10.71997454,10.98399685,9.802748982,10.04883883,10.12824376,10.4585705,10.01242485,10.45354018,11.14123775,11.26670071
IDA blend,IDB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.44176133,10.8473573,10.48302387,10.60975039,11.23208476,11.78822459,12.09751374,12.1886092,12.28164602,13.10584762,13.36869907,13.12292289,13.17872481,12.33086366,12.22344276,11.0123008,10.54953876,10.6156312,11.3234138,8.4109295,8.548012554,9.311142786,10.23354065,9.100734625,9.973452626,11.937661,12.22020233
Indonesia,IDN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,7.238999844,7.764999866,8.739999771,9.684000015,10.65499973,11.60000038,13.71199989,15.83600044,17.84199905,18.11300087,17.54199982,19.72999954,19.40299988,21.51199913,24.3939991,23.61800003,22.25600052,19.02000046,18.24799919,16.87700081,17.33300018,14.96100044,15.1590004,15.18700027,16.68899918,14.91899967,15.23700047
IDA only,IDX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.153785347,9.173840151,9.515226694,9.671204175,9.714036236,10.06825305,10.33784207,10.7040267,10.94741118,11.00990493,10.94923689,10.76137661,10.29791021,10.67456761,10.60517877,10.31693959,10.51252895,10.77281029,10.81250506,10.50396935,10.80043384,10.53433372,10.56949822,10.45807956,10.68626225,10.75835383,10.81188091
Isle of Man,IMN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.527000427,8.251999855,8.350000381,8.12899971,8.291000366,8.548999786,9.211999893,9.213999748,9.204999924,9.913000107,9.899999619,10.15400028,9.756999969,9.880999565,9.88599968,9.949999809,9.975000381,10.78899956,10.22000027,10.14900017,10.25199986,10.61600018,10.07699966,10.02900028,10.35999966,10.46800041,10.54300022
Not classified,INX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.05599976,22.62800026,24.83600044,22.79400063,18.70800018,17.94799995,15.74199963,11.3409996,8.494000435,6.486999989,6.111999989,7.758999825,8.102000237,8.272999763,8.56400013,8.586999893,9.130000114,13.47200012,24.32699966,27.72500038,29.08200073,30.40600014,26.71899986,23.78800011,20.72999954,17.06900024,13.61400032
"Iran, Islamic Rep.",IRN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,21.11800003,20.80999947,20.14100075,19.56500053,18.72500038,17.76799965,19.71100044,21.24799919,23.02400017,24.33200073,26.47699928,24.36599922,21.68600082,19.625,23.77599907,22.52799988,21.89699936,22.65500069,24.35899925,28.31900024,26.59199905,27.04500008,23.68499947,24.87899971,25.83799934,28.80699921,29.93600082
Iraq,IRQ,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.19199944,16.15099907,15.76599979,17.44799995,17.95800018,15.76200008,16.30800056,15.85000038,16.1779995,17.43700027,17.53899956,17.59600067,15.5909996,15.67800045,17.16300011,16.97900009,17.14999962,16.72599983,16.82900047,16.56699944,16.40099907,16.01399994,16.31500053,16.61700058,16.41300011,16.14900017,16.74500084
Iceland,ISL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.893000126,9.805999756,9.911999702,11.48700047,11.80799961,8.43900013,7.909999847,6.842000008,4.214000225,4.295000076,4.879000187,6.224999905,12.39900017,11.86699963,7.086999893,7.868999958,6.598999977,7.835999966,15.45100021,15.88599968,14.20300007,13.25899982,10.45300007,9.616000175,8.598999977,6.335999966,7.59499979
Israel,ISR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,22.09499931,22.61100006,20.67700005,16.64599991,14.92099953,13.54100037,15.01500034,16.9470005,16.69799995,17.27199936,18.6420002,20.76099968,22.34000015,20.61100006,17.83600044,18.42000008,16.27199936,12.50199986,14.73400021,14.26799965,11.85999966,12.18000031,10.5710001,10.61800003,9.31799984,8.642000198,7.282999992
Italy,ITA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,28.47999954,28.1079998,30.05900002,31.73699951,33.47299957,34.80199814,34.68600082,33.9090004,33.06100082,31.5170002,27.82099915,27.16600037,26.96299934,24.40800095,24.09700012,21.79500008,20.36300087,21.18000031,25.38299942,27.95800018,29.29400063,35.49300003,40.25600052,42.86700058,40.48699951,37.84999847,34.72600174
Jamaica,JAM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,34.1629982,33.64199829,35.98699951,28.95299911,36.18399811,35.9620018,37.00400162,36.13199997,36.12400055,35.78300095,34.48799896,33.1269989,21.99900055,27.83200073,25.10199928,22.44000053,21.69599915,24.64800072,26.53800011,28.89599991,29.71500015,34.32400131,36.1609993,32.88999939,31.43799973,31.36199951,29.73500061
Jordan,JOR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,41.69499969,43.34500122,42.4659996,39.69400024,32.39400101,30.61400032,30.72500038,30.63100052,30.62800026,31.39800072,33.65599823,35.43199921,33.67399979,33.81299973,33.63100052,30.70400047,29.3010006,28.64500046,28.82900047,29.65500069,31.57600021,30.86899948,32.53699875,31.48200035,33.29399872,38.5,39.76399994
Japan,JPN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.446000099,4.413000107,5.034999847,5.531000137,6.087999821,6.574999809,6.629000187,7.743000031,9.168000221,9.128000259,9.633000374,9.928999901,10.16399956,9.430000305,8.668999672,8.01099968,7.691999912,7.256000042,9.126000404,9.407999992,8.338999748,8.090000153,6.822000027,6.284999847,5.513000011,5.153999805,4.618000031
Kazakhstan,KAZ,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,1.353000045,1.139000058,1.131000042,7.678999901,11.18099976,13.19699955,13.23799992,13.34000015,13.70699978,12.98499966,10.62300014,16.72900009,14.34700012,14.09599972,8.281999588,7.168000221,6.677999973,7.392000198,6.675000191,5.217000008,4.578000069,3.938999891,3.920000076,4.638000011,4.518000126,4.541999817,4.482999802
Kenya,KEN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,19.75699997,19.73999977,19.75300026,19.8029995,19.85000038,19.85400009,19.78300095,19.83699989,19.82500076,20.15800095,20.58600044,20.85300064,21.22699928,21.5739994,21.88899994,22.3390007,22.80900002,23.09499931,25.9260006,26.05800056,26.04199982,26.04100037,26.11700058,26.14900017,26.20100021,26.25099945,26.20499992
Kyrgyz Republic,KGZ,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.718999863,8.359999657,8.449999809,9.449000359,9.883000374,12.68500042,13.38799953,13.66100025,14.31700039,13.70699978,14.21700001,20.07699966,16.63899994,15.24499989,14.48499966,14.56299973,14.83399963,15.41600037,16.7689991,16.51799965,16.44400024,17.45499992,13.39099979,13.98600006,15.04100037,15.59300041,15.74400043
Cambodia,KHM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,1.628000021,1.588999987,1.570000052,1.636000037,1.625,1.616999984,5.758999825,11.80900002,7.222000122,4.660999775,3.309999943,3.573999882,3.624000072,4.025000095,3.433000088,2.839999914,1.531000018,0.792999983,0.351000011,0.549000025,0.381000012,0.305999994,0.574000001,0.344999999,0.345999986,0.381999999,0.419
Kiribati,KIR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,6.964000225,7.281000137,8.565999985,6.967999935,6,5.848999977,7.276000023,15.46100044,13.69699955,10.58399963,10.03299999,8.409999847,9.892999649,10.23400021,9.958000183,9.711000443,8.607999802,9.135000229,9.725999832,9.718000412,9.529999733,8.904000282,9.232999802,9.890999794,10.39000034,10.52999973,10.22999954
Kuwait,KWT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.670000076,4.012000084,4.06799984,3.736000061,13.41100025,4.039999962,4.014999866,3.964999914,3.923000097,4.460000038,4.250999928,5.672999859,6.646999836,8.868000031,11.26399994,6.708000183,7.763000011,9.199000359,8.791000366,10.04599953,15.23499966,20.59399986,21.02599907,19.72100067,18.45299911,17.69199944,15.96700001
Latin America & Caribbean (excluding high income),LAC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.08757948,11.41443874,10.85811713,11.22797752,12.39144352,13.32469013,13.2899844,14.86860757,16.18334112,16.21006743,14.9530685,15.76844949,16.14366609,15.7181081,14.61202581,14.46820823,13.66576958,13.45840037,14.9097137,14.04715218,13.61213647,13.48006272,13.38413291,13.271164,14.37876797,16.92377366,17.7806854
Lao PDR,LAO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.56799984,5.633999825,5.603000164,5.662000179,5.625,5.30700016,4.993999958,4.627999783,4.315999985,4.047999859,3.703000069,3.427999973,3.107000113,2.811000109,3.017999887,2.720999956,2.388999939,2.065999985,1.738999963,1.629999995,1.628000021,1.621000051,1.623999953,1.613000035,1.605000019,1.659999967,1.712000012
Lebanon,LBN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,21.03300095,21.72999954,21.56900024,21.50399971,21.59799957,21.75200081,21.36400032,21.59900093,21.72699928,21.45499992,21.13599968,21.00699997,20.93899918,20.51000023,21.03800011,21.62999916,22.70999908,20.12199974,16.81999969,16.96800041,17.36499977,17.22100067,17.19300079,17.20100021,17.24699974,17.21899986,17.55200005
Liberia,LBR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.607999802,4.583000183,4.578999996,4.579999924,4.618999958,4.669000149,4.775000095,4.727000237,4.697000027,4.728000164,4.651000023,4.657999992,4.571000099,4.656000137,4.664000034,4.676000118,4.696000099,4.321000099,3.943000078,3.23300004,3.24000001,3.244999886,3.249000072,3.21600008,3.217000008,3.246999979,3.266000032
Libya,LBY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,43.73300171,43.26300049,43.12200165,44.27099991,41.5929985,44.43899918,43.88000107,43.96300125,44.16799927,44.84199905,43.85900116,44.04899979,46.82099915,45.27299881,46.80799866,45.85599899,45.89199829,45.20800018,44.10699844,45.33200073,38.40399933,45.11899948,44.85400009,44.61000061,44.57400131,45.70700073,45.94499969
St. Lucia,LCA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,32.16500092,30.60499954,31.9109993,31.68000031,30.67300034,30.86599922,38.90299988,41.23199844,34.65999985,31.68000031,26.60400009,39.19200134,38.39799881,39.85900116,35.96699905,31.19400024,27.63800049,25.45700073,31.11300087,42.14199829,38.49599838,38.83200073,45.18199921,46.08399963,49.12400055,45.49599838,45.01399994
